demand,phase,variant,before,after,facility,delta,relative,se,upper95,lower95,seven_day_extra_income,facility_price,seven_day_net
flat,0,baseline,41,45,12003,-1919.20625,-0.16026465042167767,62.44394872583086,-1796.8161104973715,-2041.5963895026284,-107475.55,46000,-153475.55
flat,0,baseline,41,57,12005,999.46875,0.08346133190538596,62.356372123879986,1121.6872393628048,877.2502606371952,55970.25,176000,-120029.75
flat,0,baseline,42,43,12001,-1352.85,-0.11766526406045981,52.83156330670067,-1249.3001359188665,-1456.3998640811333,-75759.59999999999,18000,-93759.59999999999
flat,0,baseline,42,46,12003,-1671.4666666666667,-0.145377216026603,59.36763126775183,-1555.106109381873,-1787.8272239514604,-93602.13333333333,46000,-139602.13333333333
flat,0,baseline,42,58,12005,1153.60625,0.1003358716990404,60.80965900553996,1272.7931816508583,1034.4193183491418,64601.950000000004,176000,-111398.04999999999
flat,0,baseline,43,47,12003,-1259.0666666666666,-0.12411205802103993,53.615153881330585,-1153.9809650592588,-1364.1523682740744,-70507.73333333334,46000,-116507.73333333334
flat,0,baseline,43,59,12005,1278.1833333333334,0.12599647677766035,57.48155965251129,1390.8471902522556,1165.5194764144112,71578.26666666666,176000,-104421.73333333334
flat,0,baseline,44,45,12001,-1347.2958333333333,-0.11814942796268776,51.04471179719719,-1247.2481982108268,-1447.34346845584,-75448.56666666667,18000,-93448.56666666667
flat,0,baseline,44,46,12002,-1577.3416666666667,-0.13832301043884512,57.37810757219978,-1464.8805758251551,-1689.8027575081783,-88331.13333333333,39000,-127331.13333333333
flat,0,baseline,44,60,12005,962.6979166666666,0.0844225932723545,58.37604314977159,1077.114961240219,848.2808720931143,53911.08333333333,176000,-122088.91666666667
flat,0,baseline,45,47,12002,-1170.4958333333334,-0.11639746652711518,51.67667958764543,-1069.2095413415484,-1271.7821253251184,-65547.76666666666,39000,-104547.76666666666
flat,0,baseline,45,61,12005,1217.01875,0.12102383894232562,56.47380954760974,1327.707416713315,1106.3300832866848,68153.05,176000,-107846.95
flat,0,baseline,46,47,12001,-940.45,-0.09571056319662799,43.04046748558479,-856.0906837282539,-1024.8093162717462,-52665.200000000004,18000,-70665.20000000001
flat,0,baseline,46,62,12005,1208.3645833333333,0.12297650573416136,54.430322187427805,1315.0480148206918,1101.6811518459747,67668.41666666666,176000,-108331.58333333334
flat,0,baseline,47,63,12005,1343.7729166666666,0.15123161394908483,52.52633753216953,1446.7245382297187,1240.8212951036144,75251.28333333333,176000,-100748.71666666667
flat,0,baseline,48,49,12001,-2208.4,-0.13517323201937867,59.46360996638168,-2091.851324465892,-2324.948675534108,-123670.40000000001,18000,-141670.40000000002
flat,0,baseline,48,50,12002,-2732.079166666667,-0.16722693854878828,66.57870826500569,-2601.5848984672557,-2862.573434866078,-152996.43333333335,39000,-191996.43333333335
flat,0,baseline,48,52,12003,-3033.9,-0.1857009910449162,68.23260390605668,-2900.164096344129,-3167.635903655871,-169898.4,46000,-215898.4
flat,0,baseline,48,56,12004,-1677.475,-0.10267601765156097,53.91144505740618,-1571.808567687484,-1783.141432312516,-93938.59999999999,42000,-135938.59999999998
flat,0,baseline,49,51,12002,-2000.9979166666667,-0.14162191827359327,60.61720740151444,-1882.1881901596985,-2119.807643173635,-112055.88333333333,39000,-151055.88333333333
flat,0,baseline,49,53,12003,-2181.727083333333,-0.15441314162177083,61.33425712463548,-2061.5119393690475,-2301.942227297619,-122176.71666666666,46000,-168176.71666666667
flat,0,baseline,49,57,12004,-1154.4541666666667,-0.08170723831368769,48.779371062977496,-1058.8465993832308,-1250.0617339501025,-64649.433333333334,42000,-106649.43333333333
flat,0,baseline,50,51,12001,-1477.31875,-0.10858266616931786,51.64135731765733,-1376.1016896573915,-1578.5358103426083,-82729.84999999999,18000,-100729.84999999999
flat,0,baseline,50,54,12003,-1957.91875,-0.1439066809501322,58.34476431518637,-1843.5630119422349,-2072.274488057765,-109643.45,46000,-155643.45
flat,0,baseline,50,58,12004,-954.4229166666667,-0.07014991513832973,47.23238288515743,-861.8474462117581,-1046.9983871215752,-53447.683333333334,42000,-95447.68333333333
flat,0,baseline,51,55,12003,-1437.8416666666667,-0.11855401901395084,52.74993628708795,-1334.4517915439744,-1541.231541789359,-80519.13333333333,46000,-126519.13333333333
flat,0,baseline,51,59,12004,-705.3770833333333,-0.05816028989017464,42.97142557397177,-621.1530892083487,-789.601077458318,-39501.11666666667,42000,-81501.11666666667
flat,0,baseline,52,53,12001,-1356.2270833333334,-0.10194395211591302,49.24559981377358,-1259.7057076983372,-1452.7484589683297,-75948.71666666667,18000,-93948.71666666667
flat,0,baseline,52,54,12002,-1656.0979166666666,-0.12448443832944395,54.31198045035818,-1549.6464349839646,-1762.5493983493686,-92741.48333333334,39000,-131741.48333333334
flat,0,baseline,52,60,12004,-937.6354166666666,-0.07047953929950951,44.72102196810068,-849.9822136091893,-1025.288619724144,-52507.58333333333,42000,-94507.58333333333
flat,0,baseline,53,55,12002,-1257.1125,-0.1052203534059373,49.00472514920497,-1161.0632387075582,-1353.1617612924417,-70398.3,39000,-109398.3
flat,0,baseline,53,61,12004,-674.3833333333333,-0.05644590493246018,41.17441551196828,-593.6814789298755,-755.0851877367911,-37765.46666666667,42000,-79765.46666666667
flat,0,baseline,54,55,12001,-957.2416666666667,-0.08218390588726855,41.121721361465205,-876.6430927981949,-1037.8402405351385,-53605.53333333333,18000,-71605.53333333333
flat,0,baseline,54,62,12004,-613.2125,-0.0526473096019605,39.37854417736169,-536.0305534123711,-690.3944465876289,-34339.9,42000,-76339.9
flat,0,baseline,55,63,12004,-461.0125,-0.043124315604214175,37.111722815772126,-388.2735232810866,-533.7514767189134,-25816.7,42000,-67816.7
flat,0,baseline,56,57,12001,-1685.3791666666666,-0.11496385166178331,52.74169563708473,-1582.0054432179804,-1788.7528901153528,-94381.23333333334,18000,-112381.23333333334
